Rel_Abundance	AI_AcidSludgeSampleA_PacBio	AI_AcidSludgeSampleB_PacBio	AI_DMB5_1SRT_Day06_PacBio	AI_DMB5_3SRT_Day18_Illumina	AI_DMB5_5SRT_Day30_Illumina	AI_DMB5_7SRT_Day42_Illumina	KW_CSTR_Day000_Illumina	KW_CSTR_Day012_Illumina	KW_CSTR_Day024_PacBio	KW_CSTR_Day036_Illumina	KW_CSTR_Day044_PacBio	KW_CSTR_Day049_Illumina	KW_CSTR_Day054_Illumina	KW_CSTR_Day060_PacBio	KW_CSTR_Day066_Illumina	KW_CSTR_Day072_Illumina	KW_CSTR_Day078_Illumina	KW_CSTR_Day084_Illumina	KW_CSTR_Day097_Illumina	KW_CSTR_Day108_Illumina	KW_CSTR_Day120_Illumina	KW_CSTR_Day126_Illumina	KW_CSTR_Day146_Illumina	KW_CSTR_Day168_Illumina	KW_CSTR_Day192_Illumina	KW_CSTR_Day216_PacBio	KW_USB_Day000_Illumina	KW_USB_Day015_Illumina	KW_USB_Day021_Illumina	KW_USB_Day028_Illumina	KW_USB_Day042_PacBio	KW_USB_Day056_Illumina	KW_USB_Day063_Illumina	KW_USB_Day077_Illumina	KW_USB_Day098_PacBio	KW_USB_Day105_Illumina	KW_USB_Day126_Illumina	KW_USB_Day148_Illumina	KW_USB_Day176_Illumina	KW_USB_Day197_PacBio	MS_ConversionResidue_Day012_Illumina	MS_ConversionResidue_Day048_Illumina	MS_ConversionResidue_Day084_Illumina	MS_ConversionResidue_Day096_Illumina	MS_ConversionResidue_Day120_Illumina	MS_ConversionResidue_Day378_PacBio	MS_Xylose_16X_Illumina	MS_Xylose_17X_Illumina	MS_Xylose_18X_Illumina	NF_R1_Day000_TS00_Illumina	NF_R1_Day003_TS0_Illumina	NF_R1_Day014_TS2_Illumina	NF_R1_Day039_TS6_Illumina	NF_R1_Day063_TS10_PacBio	NF_R1_Day075_TS12_Illumina	NF_R2_Day003_TS16_Illumina	NF_R2_Day028_TS20_Illumina	NF_R2_Day052_TS24_PacBio	NF_R2_Day064_TS26_Illumina	NF_R2_Day090_TS30_Illumina	NF_R2_Day100_TS32_PacBio	NF_R2_Day138_TS38_Illumina	NF_R2_Day166_TS43_PacBio	NF_R2_Day202_TS49_Illumina	NF_R3_Day024_TSR4_Illumina	NF_R3_Day048_TSR8_Illumina	NF_R3_Day066_TSR11_Illumina	NF_R3_Day070_TSR13_Illumina	NF_R3_Day114_TSR19_Illumina	NF_R3_Day162_TSR27_Illumina	NF_R4_Day013_TST2_Illumina	NF_R4_Day024_TST4_Illumina	NF_R4_Day062_TST10_Illumina	NF_R4_Day072_TST12_Illumina	NF_R4_Day120_TST20_Illumina	NF_R4_Day162_TST27_Illumina	NF_R5_Day036_TSTR6_Illumina	NF_R5_Day066_TSTR11_Illumina
UW_TS_LACPLAN1_1	0	0	0	0.074968298	0.023296543	0.021283515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1473065	0.060162675	0.03233296	0.029004708	0.03206108	0	0	0	0	0.005006137	0.46356833	0.011492966	0.017416107	0.009278475	0	0.030079775	0	0	0.024405578	0.00652013	0	0	0.01197334	1.4360704	0.6035448	0.15888388	2.3720815	0.4706823	0.03185966	0.81087786	2.4030213	1.2203324	0.89731956	0.10790613	0.10176002	16.736025	14.061862
UW_TS_PED3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03200999	0.019518428	0.14010789	0.02288256	0.041005727	0.27963296	0.07847525	0	0	0.005426182	0	0.003441895	0	0	0.324532	0.048819374	0.02669184	0.1124013	0.08078478	0.003751432	0.09866619	1.7926098	0.3865212	0.09047766	0.17907153	0.10563107	0.030704385	0.03190483
UW_TS_PREV2_1	1.14951865	0.97491335	0.019270418	0.003760829	0	0	2.612984	0.06472976	0.005301413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1237729	0.17686747	0.013832825	0	0	0	0.019738834	0	0.008008907	0.02110205	0	0	0	0	0.026696192	0	0	0	0	0	0	0	0	1.4500011	6.8461967	0.09905986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_ACUT4_1	0	0	0	0	7.026315	7.2927912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACIL6_1	0	0	0	0	0	0	0	0	0	2.3972108	0.600182787	0.42675707	0.123889394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007173626	0.051362388	0.017382778	0.025661645	0.04336546	0.06118495	0.063885756	0.007245336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF4_1	0	0	0	0	0	0	0	0.049459834	0.031761107	0.011281829	0.026406057	0.27872247	0.34663224	0.058512582	0.11737856	0.1615604	0.37099925	0.11295516	0.06562849	0.8202181	1.4896373	1.1760309	0.9207448	4.7920737	0.9718738	0.411502435	0	0.2802415	0.25709817	0.081366204	0.053714713	0.024462331	0.037023492	0.050469313	0.07033343	0.1572998	0.11421442	0.12230226	0.1602613	0.37889895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_LAC1_1	0	0	0.052656743	0.704335825	0.43060015	0.50749895	0	0	0	0	0	0	0	0	0	0	0	0.002646512	0.003870615	0.07351532	0.07249228	0.047314532	0.21704577	0.004859728	0.022300987	0.004800716	0	0.29042968	0.04369312	0.035791982	0	0.12511007	0.28738537	0.5447987	4.3666882	2.6072505	0.20303063	0.3324554	0.09558087	0.002892836	0	0.005991249	0.06713941	0.096541025	0.11058091	0.18683037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_LIQLAC2_1	0	0	0	0.062019496	0.014031017	0.08861326	0	0	0	0	0	0	0	0	0	0.02994189	3.017863	0.4646169	0.060002875	0.02901902	1.2811549	0.4933717	0.10690827	0.16171376	0.062626116	0.008767731	0	0.080259375	0.21539652	0.08832773	0	0.24278812	0.26123655	0.42720228	0.34601675	0.4852153	0.31624046	0.10051908	0.19008459	0.10741505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_BAC2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095770024	0.093277003	0	0	0	0.17645207	0	0	0	0	0	0.025764793	0.37334326	0.5548194	1.8298831	0.79321367	0.4455496	0.090712	0
UW_TS_CLOS1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4089391	0	0	0	0	0	1.2201087	0.6032646	0.6295766	0.019769505	0.094365336	0.02265264	0.015120287	0.011284057
UW_DM_ATO1_1	0	0	0	1.60116765	1.19581145	0.024356975	0	0	0	0.08365918	0	0.11864409	0.14083838	0	0.1429094	0.11987797	0.09345482	0.13370733	0	0	0	0	0	0	0.04720271	0.030213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044007897	0	0.016688613	0.018113289	0.012219601	0	0	0	0	0	0	0	0.15393664	0.04918569	0.05105569	0.06309146	0.075328946	0.008008832	0.01845414	0.047263075	0.006654569	0.03524375	0.0133732	0.016202414	0.028299805	0.012568872	0.14938585	0.0363352	0.26823178	0.11711554	0.030500157	0.013639914	0.008772873	0	0	0	0	0
UW_DM_SCHLAC1_1	0	0	0	0.36908753	0.066930037	0.013729099	0	0	0	0	0	0	0	0	0	0.003408254	0.025357947	0.003869812	0	0	0	0	0	0	0	0	0	1.1580185	0.5216228	0.05611932	0	0.003837799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ACT2_1	0	0	0	0.171161635	1.65670475	5.0578296	0	0	0	0	0	0	0	0	0	0	0.12831922	4.253602	29.59801	29.586817	6.6093545	7.8801827	1.7165712	3.999544	2.581051	0.34850615	0	0	0	0	0	0	0	0.006096761	0.023220045	0.042791586	0.07262954	0.07051956	0.19947855	0.048436154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BURK1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002902574	0	0	0.007521782	0.080362715	0.36009508	0.059565505	0.38106668	0.04425542	0.047616713	1.1201624	0.0702361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ENTER2_1	0	0	0	0.00567118	0	0	0.44923103	0.27106655	0.25386045	0.16184948	0.105941758	0.10684698	0.22394451	0.113425375	0.018682113	0	0	0	0	0	0	0	3.3788052	0.6884577	0.37083566	0.302886935	0	0	0.03606423	0.005502413	0	0.30711025	0.24856526	0.44229195	1.32358015	1.1726227	2.771789	1.3452145	0.018664926	0.08292859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV4_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009918555	0	0.011949756	0.013080858	0	0.011784882	0.112025335	0.13475348	0.0725145	0.29665482	0.56870496	0.7725125	1.181660765	1.2201756	1.1023126	0.9681039	1.1760329	0.56785214	0.14365989	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20421416	0.017110704	0	0	0.20410068	0.009526077	0	0.061888684	0	0.08817104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_LAC6_1	0	0	0.049896436	0.068491623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6584067	1.9186243	0.059709605	0.005223905	0.03162761	0	0	0	0	0	0	0	0	0	2.574133	1.410364	0.052084904	0.2260071	0.14669609	0	0	0	0	0	0.008017097	0	0
MS_COR2_2018_genome	0	0	0	0	0	0	0	0.2002834	0.667533	0.54704136	0	0.40806657	0.09912199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019059777	16.345737	0.86175805	0.97083986	5.6960998	1.6968056	0.87795097	0.6359117	0.5627921	0	0	0	0.059114125	0.016559254	0.056638375	0.05570494	0.08744506	0	0.040310387	0.11602668	0	0.07814555	0	0.07122465	0.122443266	0.08284284	0.1611779	0.110205606	0.1965364	0.15327597	0.18817389	0.09832565	0.087441824	0	0	0	0	0
MS_COR3_2018_genome	0	0	0	0	0	0	0	0.11500271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0805076	0.21541782	0.67029077	1.3550408	1.5372833	0.103068665	0.10519828	0.145581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_LAC4_2018_genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31225762	0.06920605	0.014548396	0	0	0	0	0	0	0	0	0	0	0	1.12407	0.9917425	0.62690765	2.908482	0.07586688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_ACUT1_1	0	0	0	6.0979895	3.2505184	3.83263705	0	0.075098686	0.017761948	0.026804835	0	0.032916237	0.12064863	0.068392776	0.18610747	0.3120819	0.31085598	0.17616926	0.1111591	0.09930861	0.01728036	0.019491244	0.15531495	0.045301188	0.13962315	0.09712535	0	0	0.005349406	0.072410084	0.306343005	0.42703328	0.3991399	0.3358886	0.0360499	0.082127266	0.010414726	0.015203355	0.07155712	0.005841342	0.026731823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_ACUT3_1	0	0	0	0	0.18067564	0.156547235	0	0	0	0.02544211	0	0.19931914	0.13360563	0.082320455	2.789487	1.5749824	1.9587755	0.4466967	0.18684968	0.011602315	0.004075207	0.018838517	0.021878183	0.006411324	0.021237519	0.06879464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACIL8_1	0	0	0	0	0	0	0	4.339625	0.034909574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF11_1	0	0	0	0.057099665	0	0	0	0	0.002344373	0	0	0	0	0	0	0.005873995	0.15687278	0.14551248	0.5507885	5.4616814	11.730915	7.833217	2.595668	15.343594	1.3629364	0.16644615	0	4.9164433	2.1442404	1.623729	0.403719185	0.8941317	0.68369114	0.7902186	1.86149945	2.65019	3.4808092	5.352337	4.576879	6.696853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF18_1	0	0	0	0	0	0	0	0.011854578	0	0.007954664	0	0.013751911	0.008532604	0	0.057899438	3.6744955	11.439873	3.4397502	0.16121125	0.045968723	0.025584748	0	0	0	0	0.022127635	0	0.12474649	0.051179677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002785143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF19_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23690724	0.1580797	0.097645216	0	0.086244054	0.083417095	0.11681491	0.047968872	0.13316116	1.1181449	0.16251488	0.13454942	0.24140757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF7_1	0	0	0	0.013091888	0	0	0	0.003692187	0	0	0	0.009791217	0.013180454	0	0.00833986	0.014956096	0.01740343	0.008757143	0.10378845	0.32462105	0.3477344	0.100336224	0.062152214	0.109734125	0.022350933	0.00489897	0	1.2126167	0.9373198	0.25548282	0	0.023993464	0.05732706	0.14741766	1.28715085	1.4141741	4.030497	0.18321738	0.08235257	0.42946827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF9_1	0	0	0.029297681	0.09094515	0	0	0	0	0	0	0	0	0	0	0	0.004404438	1.0431461	0.9505366	1.6742421	1.3321422	1.6368622	1.361347	3.7841194	6.201403	0.8400392	0.13492535	0	2.162475	1.2231576	0.9051351	0.6936832	1.4150496	1.2154521	1.5331855	3.0752636	3.9326987	3.9527392	5.768495	7.1958404	9.362386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BUL1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008604289	1.9327084	3.0201406	8.777527	6.7602882	6.7047124	5.298084	3.75718585	2.5346904	0.8175641	0.16953562	0.0633876	0.004401678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BUL2_1	0	0	0	0	0	0	0	0	0.003216277	0	0	0	0.010896625	0	2.912686	0.11753874	0.015388483	0.004577038	0.015583675	0.007740906	0	0	0	0	0	0.02301145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5220428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ENTER4_1	0	0	0.02031404	0.006302668	0	0	0.013123595	0	0	0	0	0	0	0	0.029282562	0.013886414	0.005270221	0.004513488	0.31974566	4.7866373	0.8407929	0.30608794	2.649746	0.30158514	0.029273592	0.05520739	0.008217631	0.07399139	0.07395303	0.09171759	0	0	0	0	0.008107759	0	0	0	0.054616112	0.037499428	0	0	0	0	0	0	0	0	0	0.008011802	0.006524018	0.025853094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV8_1	0	0	0	0.003421791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22941465	2.5744452	2.4012911	1.6240323	1.988087	0.35893762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_SCHLAC1_1	0	0	0	0.223851445	0.18714069	1.16784845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26741293	0.6253547	2.4876907	0.9412266	0.6553201	0.010312627	0	0.029718896	0.026421234	0.045572903	0.04522939	0.16258429	0.22466381	0.2857963	0.17943616	0.15421875	0.94747937	0.6970607	0.33049718	0.14753103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004064293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_SPOR1_1	0	0	0	0.924431055	1.9129589	4.5770805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386232	0.49723956	0.10001369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_ACET5_1	0	0	0	0.214638735	0.024769178	0.050155544	0	0.02020265	0.006698141	0.007871118	0	0.026728148	0.022657663	0	0.010698629	0.019519465	0.022072904	0.09007432	0.25164863	0.20036954	0.07281667	0.023866333	0.081183515	0.0698756	0.115342654	0.01695844	0	0.009185785	0.003318509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011218057	0	0	0	0	0.12303194	0.023190074	0.79405475	0.046499383	0.13710025	3.8580508	0.13101053	0	0.24752505	0.33733866	0.260632435	0.23674147	0.012076955	0.20678805	0	0.65822846	0.502544	6.9211116	0.09423435	0.027870385	0.39795423	0	0.052629348	0.5736735	0.43525708	0.4523235	7.470853	0.45255646
UW_TS_BAC1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.582163	1.3063889	0	0	0	0	0
UW_TS_LAC5_1	0	0	0.098425099	0.176421645	0.010628047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13055162	0	0	0	0.010401739	0	0	0	0.04445655	0.005586414	0.63303775	4.601857	0.115583494	0.60324717	3.0043416	0.092934035	0	0.012737837	0.4241939	0.29557216	0.005152172	0	0	0.052620616	0.5018252	0.54504347	0.15784101	0.2679867	1.051613	0.2315844	0.057432085	0.038600918	0.07786349	0.040768147	0.07993482	0.18948293	0.38358918
UW_TS_LEVLAC1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16554944	0.001937596	0	0	0	0	0	0	0.003298522	0	0	0	0	0.2544609	0.019788349	0.025747841	0.11274937	0.022797918	0.008451759	0.7883883	0.2533947	0.24883074	0.21240184	0.17162977	0.10054944	1.5032272	3.9682097
UW_TS_LIMLAC1_1	0	0	1.400739075	0.96596508	0.16673664	0.040641311	0	0	0	0	0	0	0	0	0.003934026	0.002844048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033684984	2.169101	0.2263284	0.15982012	0.05230073	0.35732478	0.011546556	0.017530616	0.03573899	0	0.10771834	1.1570374	1.4311343	0.11149895	0.027519522	0.091448486	0.007159109	0	0	0.02433995	0.027760028	0	0	0	0.023107806	0.42779845	0.19260347	0.07286612	0.06211714	0.4079148	0.11008892	0.014166855	0.050883655	0	0	0.027659535	0.006088424	0.005298423
